,id,language,text_type,text,prompts
395,45,als,dialect_text,Dr Kànton Grostenquin ìsch bìs März 2015 a Kànton ìm Arrondissement Forbach ìm frànzesche Département Moselle ìn dr Region Lothrìnge gsìì. Zem Kànton han 31 Gmeina gheert. Dr Hàuiptort ìsch Grostenquin gsìì. Verdratter ìm conseil général vum Département ìsch zitter 1993 dr Claude Bitte gsìì. Ìm März 2015 ìsch dr Kànton ufglest wora.,"A person wrote the following text: 'Dr Kànton Grostenquin ìsch bìs März 2015 a Kànton ìm Arrondissement Forbach ìm frànzesche Département Moselle ìn dr Region Lothrìnge gsìì. Zem Kànton han 31 Gmeina gheert. Dr Hàuiptort ìsch Grostenquin gsìì. Verdratter ìm conseil général vum Département ìsch zitter 1993 dr Claude Bitte gsìì. Ìm März 2015 ìsch dr Kànton ufglest wora.'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
396,46,als,dialect_text,The Show Must Go On isch e Lied vu dr britische Rockband Queen. S isch im Oktober 1991 as Single us em Album Innuendo vereffetligt wore. Uf em Album isch The Show Must Go On s zwelft un letscht Stuck. S Cover-Artwork vu dr Single basiert uf Zaichnige vum franzesische Chinschtler Grandville. 0V Queen John Deacon • Brian May • Freddie Mercury • Roger Taylor * Auszeichnungen für Musikverkäufe • Lieder,"A person wrote the following text: 'The Show Must Go On isch e Lied vu dr britische Rockband Queen. S isch im Oktober 1991 as Single us em Album Innuendo vereffetligt wore. Uf em Album isch The Show Must Go On s zwelft un letscht Stuck. S Cover-Artwork vu dr Single basiert uf Zaichnige vum franzesische Chinschtler Grandville. 0V Queen John Deacon • Brian May • Freddie Mercury • Roger Taylor * Auszeichnungen für Musikverkäufe • Lieder'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
397,47,als,dialect_text,"Dr Naame Wiler stäht für verschiideni Orte in dr Schwiiz: Wiler (Lötschen) e Gmeind im Kanton Wallis Wiler bei Utzenstorf e Gmeind im Kanton Bärn Wiler bei Buch am Irchel e Ortschaft im Kanton Züri Wiler bei Seedorf e Ortschaft im Kanton Bärn Wiler am Brünig e frühere Bzeichnig für d Gmeind Brienzwiler im Kanton Bärn as dütscher Naame Wiler oder Im Wiler für Envelier, ds zur Gmeind Vermes im Kanton Jura ghört.","A person wrote the following text: 'Dr Naame Wiler stäht für verschiideni Orte in dr Schwiiz: Wiler (Lötschen) e Gmeind im Kanton Wallis Wiler bei Utzenstorf e Gmeind im Kanton Bärn Wiler bei Buch am Irchel e Ortschaft im Kanton Züri Wiler bei Seedorf e Ortschaft im Kanton Bärn Wiler am Brünig e frühere Bzeichnig für d Gmeind Brienzwiler im Kanton Bärn as dütscher Naame Wiler oder Im Wiler für Envelier, ds zur Gmeind Vermes im Kanton Jura ghört.'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
398,48,als,dialect_text,"April stoht fir: April, de viert Monet im Gregorianische Kalender de zwet Monet im Altremische Kalender (Aprilis) April, e wyyblige Vornamme April Group, e franzesischi Versicherigsgruppe „April“, e Verzellig vum Joseph Roth „April“, e Musikstuck vu dr Band Deep Purple April isch dr Noonamme vu däne Persone: Franklin April (* 1984), namibische Fueßballspiler Wolfgang April (* 1959), eigetli Boguslaw Kwiecien, dytsche Fueßballspiler","A person wrote the following text: 'April stoht fir: April, de viert Monet im Gregorianische Kalender de zwet Monet im Altremische Kalender (Aprilis) April, e wyyblige Vornamme April Group, e franzesischi Versicherigsgruppe „April“, e Verzellig vum Joseph Roth „April“, e Musikstuck vu dr Band Deep Purple April isch dr Noonamme vu däne Persone: Franklin April (* 1984), namibische Fueßballspiler Wolfgang April (* 1959), eigetli Boguslaw Kwiecien, dytsche Fueßballspiler'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
399,49,als,dialect_text,Dr Kànton Delle ìsch e Kànton ìm Arrondissement Belfort ìm frànzesche Département Territoire de Belfort ìn dr Region Franche-Comté. Dr Höiptort ìsch Delle. Verdratter ìm conseil général vum Départements ìsch zitter ànne 2008 dr Pierre Oser. Zem Kànton ghere 16 Gmeine: Courcelles Courtelevant Delle Faverois Florimont Joncherey Lebetain Lepuix-Neuf Réchésy Thiancourt,"A person wrote the following text: 'Dr Kànton Delle ìsch e Kànton ìm Arrondissement Belfort ìm frànzesche Département Territoire de Belfort ìn dr Region Franche-Comté. Dr Höiptort ìsch Delle. Verdratter ìm conseil général vum Départements ìsch zitter ànne 2008 dr Pierre Oser. Zem Kànton ghere 16 Gmeine: Courcelles Courtelevant Delle Faverois Florimont Joncherey Lebetain Lepuix-Neuf Réchésy Thiancourt'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
400,50,bar,dialect_text,"Abd al-Hakim Hajj Yahya (hebräisch ‏: עבד אל-חכים חאג' יחיא‎, * 16. Feba 1965) is a israelischa Ingenieur und Politika vo da Parteikoalizion Vereinte Liste. Abd al-Hakim Hajj Yahya hod om Technion studiad. Abd al-Hakim Hajj Yahya is seit Mai 2015 Obgoadneta in da Knesset. Ea is vaheirodd, hod via Kinda und wohnd in Tayibe. Knesset: Abd al-Hakim Hajj Yahya Normdaten (Person): Wikipedia-Personensuche | Kein GND-Personendatensatz. Letzte Überprüfung: 16. Oktoba 2015.","A person wrote the following text: 'Abd al-Hakim Hajj Yahya (hebräisch ‏: עבד אל-חכים חאג' יחיא‎, * 16. Feba 1965) is a israelischa Ingenieur und Politika vo da Parteikoalizion Vereinte Liste. Abd al-Hakim Hajj Yahya hod om Technion studiad. Abd al-Hakim Hajj Yahya is seit Mai 2015 Obgoadneta in da Knesset. Ea is vaheirodd, hod via Kinda und wohnd in Tayibe. Knesset: Abd al-Hakim Hajj Yahya Normdaten (Person): Wikipedia-Personensuche | Kein GND-Personendatensatz. Letzte Überprüfung: 16. Oktoba 2015.'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
401,51,bar,dialect_text,"Trg is a mittloitalichs Doaf bei Ozalj am Fluss Kupa in Krowozien. De gotische Ollaheilign-Kapejn, urkundle belegt seit 1334, is gegn End vom 18. Joarhundat barockisiat woan. Se enthoit weatvolle Barockoitäre. Um de Kapejm gruppian si oide segnsweate hejzane Bauanhaisa. 45.61805555555615.504722222222Koordinaten: 45° 37′ N, 15° 30′ O","A person wrote the following text: 'Trg is a mittloitalichs Doaf bei Ozalj am Fluss Kupa in Krowozien. De gotische Ollaheilign-Kapejn, urkundle belegt seit 1334, is gegn End vom 18. Joarhundat barockisiat woan. Se enthoit weatvolle Barockoitäre. Um de Kapejm gruppian si oide segnsweate hejzane Bauanhaisa. 45.61805555555615.504722222222Koordinaten: 45° 37′ N, 15° 30′ O'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
402,52,bar,dialect_text,"Jewell County is a Beziak im Bundesstoot Kansas in da USA. Da Beziak hod 3077 Eihwohna. Da Sitz vo da Vawoitung is Mankato. Da Beziak hod a Fläche vo 2368 Quadratkilometa, dovo san 14 Quadratkilometa Wossafläche. Burr Oak Dentonia Dispatch Esbon Formoso Ionia Jewell Lovewell Mankato Montrose Northbranch Otego Randall Webber Wesley Center GNIS-ID: 485009. Abgerufen am 22. Februar 2011 (englisch). 39.6125-97.996666666667Koordinaten: 39° 37′ N, 98° 0′ W","A person wrote the following text: 'Jewell County is a Beziak im Bundesstoot Kansas in da USA. Da Beziak hod 3077 Eihwohna. Da Sitz vo da Vawoitung is Mankato. Da Beziak hod a Fläche vo 2368 Quadratkilometa, dovo san 14 Quadratkilometa Wossafläche. Burr Oak Dentonia Dispatch Esbon Formoso Ionia Jewell Lovewell Mankato Montrose Northbranch Otego Randall Webber Wesley Center GNIS-ID: 485009. Abgerufen am 22. Februar 2011 (englisch). 39.6125-97.996666666667Koordinaten: 39° 37′ N, 98° 0′ W'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
403,53,bar,dialect_text,"Issaquena County, Mississippi is a County in Mississippi in da USA. Des County liegt im Westn vo Mississippi und grenzt im Westn an Louisiana, wobei da Mississippi de natialiche Grenz doastejt. Des Issaquena County hod a Flächn vo 1143 Quadratkilometa, wovo 73 Quadratkilometa Wossaflächn san. Es grenzt an foignde Countys: Commons: Issaquena County, Mississippi – Sammlung vo Buidl, Videos und Audiodateien","A person wrote the following text: 'Issaquena County, Mississippi is a County in Mississippi in da USA. Des County liegt im Westn vo Mississippi und grenzt im Westn an Louisiana, wobei da Mississippi de natialiche Grenz doastejt. Des Issaquena County hod a Flächn vo 1143 Quadratkilometa, wovo 73 Quadratkilometa Wossaflächn san. Es grenzt an foignde Countys: Commons: Issaquena County, Mississippi – Sammlung vo Buidl, Videos und Audiodateien'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
404,54,bar,dialect_text,"Nottersdorf is a Ortstei vo da Stod Windischeschenbach im Landkroas Neistodt an da Woidnaab in Bayern. Da Ort liegt noadwestli vo Windischeschenbach. Neadli fliaßt de Fichtelnaab, a 42 km longa rechta Nemfluss vo da Naab. De B valafft neadli, de b B westli und de A 93 estli. darin: Luftbild von Nottersdorf","A person wrote the following text: 'Nottersdorf is a Ortstei vo da Stod Windischeschenbach im Landkroas Neistodt an da Woidnaab in Bayern. Da Ort liegt noadwestli vo Windischeschenbach. Neadli fliaßt de Fichtelnaab, a 42 km longa rechta Nemfluss vo da Naab. De B valafft neadli, de b B westli und de A 93 estli. darin: Luftbild von Nottersdorf'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
405,55,bar,dialect_text,"UKW oda ukw stähd fia: Uitrakuazwej Umkeahwoizn (dt.: Umkehrwalze), schau: Reflektoa (Kryptologie) a Musigruppe, schau: UKW (Musigruppe) Universitetsklinikum Wiazbuag Uniwersytet Kazimierza Wielkiego, schau: Kazimierz-Wielki-Universitet Bydgoszcz Lviv Airlines (ICAO-Code), ehemoiige ukrainische Fluggsejschoft ukw stähd fia: Ukwuani-aboh-ndoni (ISO-639-3-Code), oane vo de Igbo-Sprochn","A person wrote the following text: 'UKW oda ukw stähd fia: Uitrakuazwej Umkeahwoizn (dt.: Umkehrwalze), schau: Reflektoa (Kryptologie) a Musigruppe, schau: UKW (Musigruppe) Universitetsklinikum Wiazbuag Uniwersytet Kazimierza Wielkiego, schau: Kazimierz-Wielki-Universitet Bydgoszcz Lviv Airlines (ICAO-Code), ehemoiige ukrainische Fluggsejschoft ukw stähd fia: Ukwuani-aboh-ndoni (ISO-639-3-Code), oane vo de Igbo-Sprochn'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
406,56,bar,dialect_text,"Joareskalenda ◄ | 9. Joarhundad v. Kr. | 8. Joarhundad v. Kr. | 7. Joarhundad v. Kr. | ► ◄ | 720a v. Kr. | 710a v. Kr. | 700a v. Kr. | 690a v. Kr. | 680a v. Kr. | ► ◄◄ | ◄ | 704 v. Kr. | 703 v. Kr. | 702 v. Kr. | 701 v. Kr. | 700 v. Kr. | 699 v. Kr. | 698 v. Kr. | ► | ►► Des is a Iwablick iwas Joar 701 v. Kr.. Commons: 701 v. Kr. – Sammlung vo Buidl, Videos und Audiodateien","A person wrote the following text: 'Joareskalenda ◄ | 9. Joarhundad v. Kr. | 8. Joarhundad v. Kr. | 7. Joarhundad v. Kr. | ► ◄ | 720a v. Kr. | 710a v. Kr. | 700a v. Kr. | 690a v. Kr. | 680a v. Kr. | ► ◄◄ | ◄ | 704 v. Kr. | 703 v. Kr. | 702 v. Kr. | 701 v. Kr. | 700 v. Kr. | 699 v. Kr. | 698 v. Kr. | ► | ►► Des is a Iwablick iwas Joar 701 v. Kr.. Commons: 701 v. Kr. – Sammlung vo Buidl, Videos und Audiodateien'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
407,57,bar,dialect_text,"Leigh is a Stod im District Wigan in da Grofschoft Greater Manchester, England. Leigh ist 18,2 km vo Manchester entfeand. Im Joar 2001 hod se 43006 Eihwohna ghod. GENUKI: Distance from LEIGH [SD657002] (englisch) Abgerufen am 31. Mai 2017. KS01 Usual resident population Census 2001 (Microsoft Excel-Tabej). ons.gov.uk. Obgruafa om 31. Mai 2017.","A person wrote the following text: 'Leigh is a Stod im District Wigan in da Grofschoft Greater Manchester, England. Leigh ist 18,2 km vo Manchester entfeand. Im Joar 2001 hod se 43006 Eihwohna ghod. GENUKI: Distance from LEIGH [SD657002] (englisch) Abgerufen am 31. Mai 2017. KS01 Usual resident population Census 2001 (Microsoft Excel-Tabej). ons.gov.uk. Obgruafa om 31. Mai 2017.'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
408,58,bar,dialect_text,"Da Weißenstadter Forst-Nord is a 5,45 km² grouß gmoafreies Gebiet nördli vo Weißenstadt im obafränkischn Landkroas Wunsiedel im Fichtelgebirge. Zellerfels bei Ruppertsgrün (Geotop-Nummer 479R006) Felsburg Das Rondell (Geotop-Nummer 479R007) Commons: Weißenstadter Forst-Nord – Sammlung vo Buidl, Videos und Audiodateien Weißenstadter Forst-Nord in OpenStreetMap (Abgerufen am 6. Januar 2016) 50.125611.8685Koordinaten: 50° 7′ 32″ N, 11° 52′ 7″ O","A person wrote the following text: 'Da Weißenstadter Forst-Nord is a 5,45 km² grouß gmoafreies Gebiet nördli vo Weißenstadt im obafränkischn Landkroas Wunsiedel im Fichtelgebirge. Zellerfels bei Ruppertsgrün (Geotop-Nummer 479R006) Felsburg Das Rondell (Geotop-Nummer 479R007) Commons: Weißenstadter Forst-Nord – Sammlung vo Buidl, Videos und Audiodateien Weißenstadter Forst-Nord in OpenStreetMap (Abgerufen am 6. Januar 2016) 50.125611.8685Koordinaten: 50° 7′ 32″ N, 11° 52′ 7″ O'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
409,59,bar,dialect_text,"Da Sailaufer Forst is a 14,36 km² grouß gmoafreies Gebiet im Landkroas Aschaffenburg im bayerischn Spessart. Des Gebiet is komplett bewoidt. Da Forst liegt estli vo da nomansgemdn Gmoa Sailauf. De hechste Eahebung is de Steigkoppe mid 502 m ü. NN. Im sidwestlichn Tei vom Forst lieng 19 Exklaven vo Sailauf und zwoa vo da Gmoa Laufach. Commons: Sailaufer Forst – Sammlung vo Buidl, Videos und Audiodateien 50.0416529.299498Koordinaten: 50° 2′ 29,9″ N, 9° 17′ 58,2″ O","A person wrote the following text: 'Da Sailaufer Forst is a 14,36 km² grouß gmoafreies Gebiet im Landkroas Aschaffenburg im bayerischn Spessart. Des Gebiet is komplett bewoidt. Da Forst liegt estli vo da nomansgemdn Gmoa Sailauf. De hechste Eahebung is de Steigkoppe mid 502 m ü. NN. Im sidwestlichn Tei vom Forst lieng 19 Exklaven vo Sailauf und zwoa vo da Gmoa Laufach. Commons: Sailaufer Forst – Sammlung vo Buidl, Videos und Audiodateien 50.0416529.299498Koordinaten: 50° 2′ 29,9″ N, 9° 17′ 58,2″ O'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
410,60,bar,dialect_text,"As Gerät, mit dén man friaher in Såft va die Weimer (Traubm) auspresst håt, hoaßt in Sidtiról unt aa driberausi Tórggl. Je nåch der Ménge, wås zu pressn isch, kånn die Tórggl mehrere Meter lång sein. In die Weinpaugepiate pan Rhein sågg man derzua Kelter, Trotte (alemannisch) óder Weinpresse. Ursprung van Wórt: lateinisch torquere (drahnen, nhd. drehen).","A person wrote the following text: 'As Gerät, mit dén man friaher in Såft va die Weimer (Traubm) auspresst håt, hoaßt in Sidtiról unt aa driberausi Tórggl. Je nåch der Ménge, wås zu pressn isch, kånn die Tórggl mehrere Meter lång sein. In die Weinpaugepiate pan Rhein sågg man derzua Kelter, Trotte (alemannisch) óder Weinpresse. Ursprung van Wórt: lateinisch torquere (drahnen, nhd. drehen).'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
411,61,bar,dialect_text,"Stondbuid stähd fia: a Statue a aus da kontinuialichn Buidfoige vo ana Fuimsequenz (Kinofuim oda Videobond) isojiads Oanzlbuid (engl.: screencap), schau: Oanzlbuid (Fuim) a (stähnde/unbewegliche) |in da Fotografie, schau: Buid (Fotografie) a Oanzlbuidafnohm (engl.: still picture) van Stondfotograf ban Fuim","A person wrote the following text: 'Stondbuid stähd fia: a Statue a aus da kontinuialichn Buidfoige vo ana Fuimsequenz (Kinofuim oda Videobond) isojiads Oanzlbuid (engl.: screencap), schau: Oanzlbuid (Fuim) a (stähnde/unbewegliche) |in da Fotografie, schau: Buid (Fotografie) a Oanzlbuidafnohm (engl.: still picture) van Stondfotograf ban Fuim'. Disregarding the content of the text, what do you think is the highest degree of this person writing this text is? Only answer with the highest degree:"
